example_id,main_idx,sub_idx,doc_len,selected_count,rank,rank_pct,position,doc_position,importance_score,key_token_rel_delta,value_token_rel_delta,value_over_key_delta
1,0,0,2105,196,55,0.2780612244897959,853,61,14.5,0.15104278922080994,0.746894896030426,4.944922560544039
1,0,0,2105,196,56,0.28316326530612246,1971,1179,14.5,0.16114002466201782,1.093970537185669,6.788943587872857
1,0,0,2105,196,57,0.288265306122449,2024,1232,14.5,0.17890213429927826,1.0487343072891235,5.862055874240581
1,0,0,2105,196,58,0.29336734693877553,939,147,14.4375,0.15295825898647308,0.48253244161605835,3.1546674550968614
1,0,0,2105,196,59,0.29846938775510207,1970,1178,14.4375,0.16413861513137817,0.6425256133079529,3.9145304886955117
1,0,0,2105,196,60,0.30357142857142855,1497,705,14.375,0.1708056628704071,0.4792228043079376,2.805661101931531
1,0,0,2105,196,61,0.3086734693877551,1500,708,14.25,0.17730402946472168,1.5185620784759521,8.564735291419515
1,0,0,2105,196,62,0.3137755102040816,1981,1189,14.25,0.16322673857212067,1.1736177206039429,7.190107030645579
1,0,0,2105,196,63,0.31887755102040816,1967,1175,14.1875,0.15613506734371185,0.4036673307418823,2.585372636697134
1,0,0,2105,196,64,0.3239795918367347,1112,320,13.6875,0.16797824203968048,0.9032435417175293,5.377146056206401
1,0,0,2105,196,65,0.32908163265306123,936,144,13.5,0.16220149397850037,0.49928370118141174,3.0781695589345994
1,0,0,2105,196,66,0.33418367346938777,1115,323,13.375,0.17709559202194214,1.6527765989303589,9.332680616444971
1,0,0,2105,196,67,0.3392857142857143,1995,1203,13.3125,0.17613637447357178,0.5627286434173584,3.194846295071196
1,0,0,2105,196,68,0.34438775510204084,1111,319,13.1875,0.16606628894805908,0.4372962713241577,2.6332633437620716
1,0,0,2105,196,69,0.3494897959183674,1806,1014,13.0,0.18252567946910858,1.2169464826583862,6.667261758407425
1,0,0,2105,196,70,0.35459183673469385,1893,1101,13.0,0.16033299267292023,0.38280177116394043,2.3875421070850313
